conversation_id_str,created_at,favorite_count,full_text,id_str,image_url,in_reply_to_screen_name,lang,location,quote_count,reply_count,retweet_count,tweet_url,user_id_str,username,token,sentiment
1.88e+18,Fri Jan 24 12:31:01 +0000 2025,1,@off15211 @iriscibre Neyin yardımı istiyorsun git paranı geceliği yatır gitsin...risk sıfır bgp hyv ppn rpp bunların içinden seç al günlük 0.12-13 al gitsin..,1.88e+18,,off15211,tr,,0,0,1,https://x.com/Asurlu3/status/1882768066221908421,1.4e+18,Asurlu3,"['@', 'off15211', '@', 'iriscibre', 'neyin', 'yardımı', 'istiyorsun', 'git', 'paranı', 'geceliği', 'yatır', 'gitsin', '...', 'risk', 'sıfır', 'bgp', 'hyv', 'ppn', 'rpp', 'bunların', 'içinden', 'seç', 'al', 'günlük', '0.12-13', 'al', 'gitsin', '..']",netral
1.88e+18,Fri Jan 24 12:29:26 +0000 2025,4,อะไรมันจะหล่อขนาดนี่ #ppnaravit @ppnaravit https://t.co/J8n4Zm1PE9,1.88e+18,https://pbs.twimg.com/media/GiDvNXbawAEbtEX.jpg,,th,,0,0,2,https://x.com/ppn_hn/status/1882767667221934358,1.41e+18,ppn_hn,"['อะไรมันจะหล่อขนาดนี่', '#', 'ppnaravit', '@', 'ppnaravit', 'https', ':', '//t.co/j8n4zm1pe9']",netral
1.88e+18,Fri Jan 24 12:28:17 +0000 2025,0,@_justitiaa Tapi gak di pecat zi paling kena tunda kenaikan pangkat doang parah2 di mutasi jauh,1.88e+18,,_justitiaa,in,"Kansas, USA",0,1,0,https://x.com/A_momen12/status/1882767378855178541,1.84e+18,A_momen12,"['@', '_justitiaa', 'tapi', 'gak', 'di', 'pecat', 'zi', 'paling', 'kena', 'tunda', 'kenaikan', 'pangkat', 'doang', 'parah2', 'di', 'mutasi', 'jauh']",negatif
1.88e+18,Fri Jan 24 12:27:38 +0000 2025,2,@sachinico8 @YouTube 鼻息荒くならないように我慢するよ(⁠´⁠°̥̥̥̥̥̥̥̥⁠ω⁠°̥̥̥̥̥̥̥̥⁠｀⁠),1.88e+18,,sachinico8,ja,日本,0,1,0,https://x.com/Ppn3klxrCmXz9mE/status/1882767215310864582,1.61e+18,Ppn3klxrCmXz9mE,"['@', 'sachinico8', '@', 'youtube', '鼻息荒くならないように我慢するよ', '(', '\u2060´\u2060°̥̥̥̥̥̥̥̥\u2060ω\u2060°̥̥̥̥̥̥̥̥\u2060｀\u2060', ')']",netral
1.88e+18,Fri Jan 24 12:26:59 +0000 2025,0,@galihpambaru @txtfromkimdoki @PNS_Garis_Lucu pas kenaikan untuk jadi pi en s itu latsar atau seperti apa ka?,1.88e+18,,galihpambaru,in,Tugu Khatulistiwa,0,1,0,https://x.com/odadingbangolen/status/1882767048436314268,1.31e+18,odadingbangolen,"['@', 'galihpambaru', '@', 'txtfromkimdoki', '@', 'pns_garis_lucu', 'pas', 'kenaikan', 'untuk', 'jadi', 'pi', 'en', 's', 'itu', 'latsar', 'atau', 'seperti', 'apa', 'ka', '?']",netral
1.88e+18,Fri Jan 24 12:26:12 +0000 2025,0,이제 내일 외출가방 챙기고 옷 입을거 준비해두고 그릇 씻겨주고 나도 씻고 스킨케어하고 일기쓰고 올게 얘들아,1.88e+18,,,ko,,0,0,0,https://x.com/ha_ppn_/status/1882766853980000697,1.87e+18,ha_ppn_,"['이제', '내일', '외출가방', '챙기고', '옷', '입을거', '준비해두고', '그릇', '씻겨주고', '나도', '씻고', '스킨케어하고', '일기쓰고', '올게', '얘들아']",netral
1.88e+18,Fri Jan 24 12:26:10 +0000 2025,2,Orang2 udh lapor aja pph21 coretax ppn Gua aja bikin 1721 A1 aja blm ,1.88e+18,,,in,"DKI Jakarta, Indonesia",0,0,0,https://x.com/Rabbiyaya/status/1882766843313881439,246653281.0,Rabbiyaya,"['orang2', 'udh', 'lapor', 'aja', 'pph21', 'coretax', 'ppn', 'gua', 'aja', 'bikin', '1721', 'a1', 'aja', 'blm']",netral
1.88e+18,Fri Jan 24 12:25:57 +0000 2025,2,めっちゃくどいけど、1歳未満はみんなおやつあげてないの？もしかしてうちだけ？(笑) おやつ食べる姿も可愛いしとにかくカロリー！！と思ってあげてたけど、みんな1歳から解禁な感じなの？！ もう正解がわからないよ (笑),1.88e+18,,,ja,,0,0,0,https://x.com/gyPpn3RwHJaM2VT/status/1882766791811973497,1.29e+18,gyPpn3RwHJaM2VT,"['めっちゃくどいけど、1歳未満はみんなおやつあげてないの？もしかしてうちだけ？', '(', '笑', ')', 'おやつ食べる姿も可愛いしとにかくカロリー！！と思ってあげてたけど、みんな1歳から解禁な感じなの？！', 'もう正解がわからないよ', '(', '笑', ')']",netral
1.88e+18,Fri Jan 24 12:25:51 +0000 2025,0,@Seratti06151021 | ε:) ﾆｮｷ,1.88e+18,,Seratti06151021,ja,九州,0,0,0,https://x.com/ejL74oRYu5PpnGX/status/1882766765295644727,1.41e+18,ejL74oRYu5PpnGX,"['@', 'seratti06151021', '|', 'ε', ':', ')', 'ﾆｮｷ']",netral
1.88e+18,Fri Jan 24 12:25:31 +0000 2025,1,成長期来たかもしれんw,1.88e+18,,,ja,九州,0,0,0,https://x.com/ejL74oRYu5PpnGX/status/1882766682483200207,1.41e+18,ejL74oRYu5PpnGX,['成長期来たかもしれんw'],netral
1.88e+18,Fri Jan 24 12:25:19 +0000 2025,0,Annyeonghaseyo kembali ke negara dengan ppn 12%,1.88e+18,,,in,,0,1,0,https://x.com/babymonsher/status/1882766632608817288,8.94e+17,babymonsher,"['annyeonghaseyo', 'kembali', 'ke', 'negara', 'dengan', 'ppn', '12', '%']",netral
1.88e+18,Fri Jan 24 12:23:27 +0000 2025,1,𝓣𝓱𝓪𝓷𝓴 𝔂𝓸𝓾 ( #review_ppn ) https://t.co/HtA0Cfcgh9,1.88e+18,https://pbs.twimg.com/media/GiDt104acAAiQOC.jpg,,en,.✧･ﾟ: ✧･ﾟ: ✧･ﾟ: ✧･ﾟ: ✧･ﾟ✧. ,0,0,0,https://x.com/noon_ppnn/status/1882766161907269675,1.52e+18,noon_ppnn,"['𝓣𝓱𝓪𝓷𝓴', '𝔂𝓸𝓾', '(', '#', 'review_ppn', ')', 'https', ':', '//t.co/hta0cfcgh9']",netral
1.88e+18,Fri Jan 24 12:23:26 +0000 2025,7,今週ずっと残業で疲れてるから本当しみた ないちゃった 超特急好きぃぃぃ,1.88e+18,,,ja,日本,0,0,0,https://x.com/Ppn3klxrCmXz9mE/status/1882766156203008156,1.61e+18,Ppn3klxrCmXz9mE,"['今週ずっと残業で疲れてるから本当しみた', 'ないちゃった', '超特急好きぃぃぃ']",netral
1.88e+18,Fri Jan 24 12:23:12 +0000 2025,1,#SahabatBahari simak kegiatan di PPN Tanjungpandan di tanggal 23-24 Januari 2025 ini yuk! #DJPTDisiplin #DJPTBerdedikasi #DJPTBerprestasi #KKP2025RiseTogether #PanganBiru #PenangkapanIkanTerukur #ppntanjungpandan #sikembang https://t.co/SdaGfMlSpy,1.88e+18,https://pbs.twimg.com/ext_tw_video_thumb/1882765602508713984/pu/img/r824DEq6AofDQj9K.jpg,,in,"Belitung, Bangka Belitung",0,0,1,https://x.com/ppn_tgpandan/status/1882766096740372814,8.34e+17,ppn_tgpandan,"['#', 'sahabatbahari', 'simak', 'kegiatan', 'di', 'ppn', 'tanjungpandan', 'di', 'tanggal', '23-24', 'januari', '2025', 'ini', 'yuk', '!', '#', 'djptdisiplin', '#', 'djptberdedikasi', '#', 'djptberprestasi', '#', 'kkp2025risetogether', '#', 'panganbiru', '#', 'penangkapanikanterukur', '#', 'ppntanjungpandan', '#', 'sikembang', 'https', ':', '//t.co/sdagfmlspy']",netral
1.88e+18,Fri Jan 24 12:23:03 +0000 2025,1,Adek kelas ak hamil sama supir angkot Pas ujian kenaikan kelas ga masuk karena lagi tekdung.,1.88e+18,,,in,bukan sulap bukan she/her,0,0,0,https://x.com/f_e_b_y_/status/1882766060447043838,1.67e+18,f_e_b_y_,"['adek', 'kelas', 'ak', 'hamil', 'sama', 'supir', 'angkot', 'pas', 'ujian', 'kenaikan', 'kelas', 'ga', 'masuk', 'karena', 'lagi', 'tekdung', '.']",netral
1.88e+18,Fri Jan 24 12:22:22 +0000 2025,1,@ileol_sugar 넘 이뻐요 울 공주마마 세상에 자랑해죠야대 증말,1.88e+18,,ileol_sugar,ko,,0,1,0,https://x.com/ha_ppn_/status/1882765888719655369,1.87e+18,ha_ppn_,"['@', 'ileol_sugar', '넘', '이뻐요', '울', '공주마마', '세상에', '자랑해죠야대', '증말']",netral
1.88e+18,Fri Jan 24 12:21:39 +0000 2025,1,나왜나다이소갈땐없엇냐구,1.88e+18,,,ko,,0,0,0,https://x.com/ha_ppn_/status/1882765707651453236,1.87e+18,ha_ppn_,['나왜나다이소갈땐없엇냐구'],netral
1.88e+18,Fri Jan 24 12:19:40 +0000 2025,0,Happy long weekend! #LongWeekend #EnergizingYourJourney #Pertamina #PPNSumbagut,1.88e+18,,PPNSumbagut,en,Medan,0,0,0,https://x.com/PPNSumbagut/status/1882765208915222796,7.35e+17,PPNSumbagut,"['happy', 'long', 'weekend', '!', '#', 'longweekend', '#', 'energizingyourjourney', '#', 'pertamina', '#', 'ppnsumbagut']",netral
1.88e+18,Fri Jan 24 12:19:39 +0000 2025,0,Mau kemana pun tempat tujuannya selalu ingat untuk tetap mengutamakan keselamatan ya Sob. Berkendara dengan aman dan jangan lupa untuk tetap gunakan BBM berkualitas,1.88e+18,,PPNSumbagut,in,Medan,0,1,0,https://x.com/PPNSumbagut/status/1882765205274538247,7.35e+17,PPNSumbagut,"['mau', 'kemana', 'pun', 'tempat', 'tujuannya', 'selalu', 'ingat', 'untuk', 'tetap', 'mengutamakan', 'keselamatan', 'ya', 'sob', '.', 'berkendara', 'dengan', 'aman', 'dan', 'jangan', 'lupa', 'untuk', 'tetap', 'gunakan', 'bbm', 'berkualitas']",positif
1.88e+18,Fri Jan 24 12:19:37 +0000 2025,0,https://t.co/pZEi3mOXZZ,1.88e+18,https://pbs.twimg.com/media/GiDs9GdaUAAkydN.jpg,PPNSumbagut,zxx,Medan,0,1,0,https://x.com/PPNSumbagut/status/1882765197481558302,7.35e+17,PPNSumbagut,"['https', ':', '//t.co/pzei3moxzz']",netral
1.88e+18,Fri Jan 24 12:19:30 +0000 2025,0,Eits.. buat Sobat yang masih bingung mau liburan kemana yuk cek beberapa rekomendasi berikut! https://t.co/bNmmSuXISa,1.88e+18,https://pbs.twimg.com/media/GiDs5ZhbkAA4cfm.jpg,PPNSumbagut,in,Medan,0,1,0,https://x.com/PPNSumbagut/status/1882765165529325741,7.35e+17,PPNSumbagut,"['eits', '..', 'buat', 'sobat', 'yang', 'masih', 'bingung', 'mau', 'liburan', 'kemana', 'yuk', 'cek', 'beberapa', 'rekomendasi', 'berikut', '!', 'https', ':', '//t.co/bnmmsuxisa']",netral
1.88e+18,Fri Jan 24 12:19:16 +0000 2025,0,Ubur ubur ikan lele long weekend mau liburan kemana lee?,1.88e+18,,,in,Medan,0,1,0,https://x.com/PPNSumbagut/status/1882765108109279408,7.35e+17,PPNSumbagut,"['ubur', 'ubur', 'ikan', 'lele', 'long', 'weekend', 'mau', 'liburan', 'kemana', 'lee', '?']",netral
1.88e+18,Fri Jan 24 12:17:30 +0000 2025,0,하긴 ~즈 카페도 열렸는데...,1.88e+18,,ha_ppn_,ko,,0,0,0,https://x.com/ha_ppn_/status/1882764664779723149,1.87e+18,ha_ppn_,"['하긴', '~즈', '카페도', '열렸는데', '...']",netral
1.88e+18,Fri Jan 24 12:16:50 +0000 2025,0,아니... rps카페도열려?,1.88e+18,,,ko,,0,1,0,https://x.com/ha_ppn_/status/1882764496307146955,1.87e+18,ha_ppn_,"['아니', '...', 'rps카페도열려', '?']",netral
1.88e+18,Fri Jan 24 12:16:23 +0000 2025,2,aDOYrableyou 𝐢𝐬 𝐛𝐚𝐜𝐤! ｡⋆ ˚ Doyoung Birthday ˚⋆｡PHOTOBOOTH EVENT by @aDOYrableyou ️ 1 Feb 25 - 1 Mar 25 FX Sudirman Jakarta IDR 29k for 1 frame *excl ppn #paletteidjkt https://t.co/vRG4aHTIOM,1.88e+18,https://pbs.twimg.com/media/GiDnZrRagAAbOET.jpg,palette__id,en,Indonesia,0,1,0,https://x.com/palette__id/status/1882764380435354065,1.43e+18,palette__id,"['adoyrableyou', '𝐢𝐬', '𝐛𝐚𝐜𝐤', '!', '｡⋆', '˚', 'doyoung', 'birthday', '˚⋆｡photobooth', 'event', 'by', '@', 'adoyrableyou', '️', '1', 'feb', '25', '-', '1', 'mar', '25', 'fx', 'sudirman', 'jakarta', 'idr', '29k', 'for', '1', 'frame', '*', 'excl', 'ppn', '#', 'paletteidjkt', 'https', ':', '//t.co/vrg4ahtiom']",netral
1.88e+18,Fri Jan 24 12:16:22 +0000 2025,12,Junghwan PHOTOBOOTH EVENT by @hwaniedose ️ 8 Feb 25 - 8 Mar 25 FX Sudirman Jakarta IDR 29k for 1 frame *excl ppn #paletteidjkt https://t.co/iM9wSgsH1w,1.88e+18,https://pbs.twimg.com/media/GiDl9ViaEAAEDse.jpg,palette__id,en,Indonesia,5,1,4,https://x.com/palette__id/status/1882764377436410173,1.43e+18,palette__id,"['junghwan', 'photobooth', 'event', 'by', '@', 'hwaniedose', '️', '8', 'feb', '25', '-', '8', 'mar', '25', 'fx', 'sudirman', 'jakarta', 'idr', '29k', 'for', '1', 'frame', '*', 'excl', 'ppn', '#', 'paletteidjkt', 'https', ':', '//t.co/im9wsgsh1w']",netral
1.88e+18,Fri Jan 24 12:16:18 +0000 2025,2,@worksfess ambil aja nanti ke depannya baru ajuin kenaikan gaji,1.88e+18,,worksfess,in,,0,0,0,https://x.com/aebichandesu/status/1882764359941906524,1.65e+18,aebichandesu,"['@', 'worksfess', 'ambil', 'aja', 'nanti', 'ke', 'depannya', 'baru', 'ajuin', 'kenaikan', 'gaji']",netral
1.88e+18,Fri Jan 24 12:15:41 +0000 2025,0,약간 너네만 재밌다니 용서못해 망쳐주마 하는 악당같애,1.88e+18,,,ko,,0,0,0,https://x.com/ha_ppn_/status/1882764204450722275,1.87e+18,ha_ppn_,"['약간', '너네만', '재밌다니', '용서못해', '망쳐주마', '하는', '악당같애']",netral
1.88e+18,Fri Jan 24 12:13:23 +0000 2025,1,@Kanade_san_888 うんうん こっちまで幸せ届いてるよ〜 余韻にしっかり浸って あとはストチューブで締めだね,1.88e+18,,Kanade_san_888,ja,,0,0,0,https://x.com/W1H5WeJ2KUoPPN5/status/1882763628664983554,1.51e+18,W1H5WeJ2KUoPPN5,"['@', 'kanade_san_888', 'うんうん', 'こっちまで幸せ届いてるよ〜', '余韻にしっかり浸って', 'あとはストチューブで締めだね']",netral
1.88e+18,Fri Jan 24 12:12:35 +0000 2025,1,옷 뽑고 싶어서 먹은 운쿠에선 가구뜨고 가구 뽑고 싶어서 먹은 운쿠에선 의상 뜸 근데 다 예뻐서 걍 기분좋은사람됨 https://t.co/PIgBbhHr10,1.88e+18,https://pbs.twimg.com/media/GiDrWo-asAAGHXy.jpg,ha_ppn_,ko,,0,1,0,https://x.com/ha_ppn_/status/1882763424440222034,1.87e+18,ha_ppn_,"['옷', '뽑고', '싶어서', '먹은', '운쿠에선', '가구뜨고', '가구', '뽑고', '싶어서', '먹은', '운쿠에선', '의상', '뜸', '근데', '다', '예뻐서', '걍', '기분좋은사람됨', 'https', ':', '//t.co/pigbbhhr10']",netral
1.88e+18,Fri Jan 24 12:12:28 +0000 2025,10,@worksfess Ud nganggur lama mah terima aj dulu nnt 1 tahun biasanya ada kenaikan gaji,1.88e+18,,worksfess,in,was: settqle quen4u acgains ,0,0,0,https://x.com/btlushes/status/1882763395478503771,8.65e+17,btlushes,"['@', 'worksfess', 'ud', 'nganggur', 'lama', 'mah', 'terima', 'aj', 'dulu', 'nnt', '1', 'tahun', 'biasanya', 'ada', 'kenaikan', 'gaji']",netral
1.88e+18,Fri Jan 24 12:11:01 +0000 2025,0,오늘의 동숲일지 기차랑 승강장뽑음 쓰껄 https://t.co/uTqRDRAbpH,1.88e+18,https://pbs.twimg.com/media/GiDq_82a8AAZ5sW.jpg,,ko,,0,1,0,https://x.com/ha_ppn_/status/1882763031387795464,1.87e+18,ha_ppn_,"['오늘의', '동숲일지', '기차랑', '승강장뽑음', '쓰껄', 'https', ':', '//t.co/utqrdrabph']",netral
1.88e+18,Fri Jan 24 12:10:38 +0000 2025,0,シャワー浴びて酒飲むぞぉ,1.88e+18,,,ja,,0,0,0,https://x.com/176Ppn/status/1882762936181256548,1020250020.0,176Ppn,['シャワー浴びて酒飲むぞぉ'],netral
1.88e+18,Fri Jan 24 12:08:09 +0000 2025,1,@ileol_sugar 내 공주가 조선공주엿다니 (복복문지르구감,1.88e+18,,ileol_sugar,ko,,0,1,0,https://x.com/ha_ppn_/status/1882762311527723150,1.87e+18,ha_ppn_,"['@', 'ileol_sugar', '내', '공주가', '조선공주엿다니', '(', '복복문지르구감']",netral
1.88e+18,Fri Jan 24 12:07:41 +0000 2025,4,미피코리아스티커한장2000원에팔아주세요 저돈없단말이에요,1.88e+18,,,ko,,0,0,0,https://x.com/ha_ppn_/status/1882762193852305730,1.87e+18,ha_ppn_,"['미피코리아스티커한장2000원에팔아주세요', '저돈없단말이에요']",netral
1.88e+18,Fri Jan 24 12:05:27 +0000 2025,0,#EkonomiBiruUntukIndonesiaEmas #SaktiWahyuTrenggono #KKPGOID #PembongkaranPagarLaut #RuangLaut https://t.co/TmVucTqrNw,1.88e+18,https://pbs.twimg.com/media/GiDpuCeagAAzTfm.jpg,PPNPengambengan,qme,"Jembrana, Bali",0,0,0,https://x.com/PPNPengambengan/status/1882761629693325546,8.2e+17,PPNPengambengan,"['#', 'ekonomibiruuntukindonesiaemas', '#', 'saktiwahyutrenggono', '#', 'kkpgoid', '#', 'pembongkaranpagarlaut', '#', 'ruanglaut', 'https', ':', '//t.co/tmvuctqrnw']",netral
1.88e+18,Fri Jan 24 12:04:45 +0000 2025,0,かわいいすき,1.88e+18,,,ja,🌳,0,0,0,https://x.com/Ppn23Chz3bi3Vn4/status/1882761456795697341,1.36e+18,Ppn23Chz3bi3Vn4,['かわいいすき'],netral
1.88e+18,Fri Jan 24 12:04:23 +0000 2025,0,อยากเล่นไอเดน มีใครอยากดูไหม ,1.88e+18,,,th,,0,0,0,https://x.com/PPn_MWP/status/1882761363757633664,1.84e+18,PPn_MWP,"['อยากเล่นไอเดน', 'มีใครอยากดูไหม']",netral
1.88e+18,Fri Jan 24 12:03:20 +0000 2025,0,Geruduk Balai Kota P3RSI Buat Laporan Masyarakat ke Pj Gubernur Buntut Kenaikan Tarif PAM JAYA https://t.co/9LStkJ6BkN #TarifPAMJayaNaik #PAMJaya #TeguhSetyabudi #DPRDJakarta #PenghuniRusun #P3RSI #BalaiKota,1.88e+18,,,in,,0,0,0,https://x.com/In_drael/status/1882761097125724229,1.1e+18,In_drael,"['geruduk', 'balai', 'kota', 'p3rsi', 'buat', 'laporan', 'masyarakat', 'ke', 'pj', 'gubernur', 'buntut', 'kenaikan', 'tarif', 'pam', 'jaya', 'https', ':', '//t.co/9lstkj6bkn', '#', 'tarifpamjayanaik', '#', 'pamjaya', '#', 'teguhsetyabudi', '#', 'dprdjakarta', '#', 'penghunirusun', '#', 'p3rsi', '#', 'balaikota']",netral
1.88e+18,Fri Jan 24 12:03:14 +0000 2025,7,Gm Crypto Lore Highlight The Birth of Bitcoin Pizza Day BTC Pizza Day (2010) by @JoeZImages Buy Now: 0.02 ETH Auction: 0.015 ETH -Laszlo Hanyecz's legendary purchase of two pizzas for 10 000 BTC marked the first real-world Bitcoin transaction https://t.co/DPnfysohXL,1.88e+18,https://pbs.twimg.com/media/GiDpN-WWgAAjleo.jpg,,en,Web3,0,1,2,https://x.com/PixelPalettePPN/status/1882761072362287547,1.63e+18,PixelPalettePPN,"['gm', 'crypto', 'lore', 'highlight', 'the', 'birth', 'of', 'bitcoin', 'pizza', 'day', 'btc', 'pizza', 'day', '(', '2010', ')', 'by', '@', 'joezimages', 'buy', 'now', ':', '0.02', 'eth', 'auction', ':', '0.015', 'eth', '-laszlo', 'hanyecz', ""'s"", 'legendary', 'purchase', 'of', 'two', 'pizzas', 'for', '10', '000', 'btc', 'marked', 'the', 'first', 'real-world', 'bitcoin', 'transaction', 'https', ':', '//t.co/dpnfysohxl']",netral
1.88e+18,Fri Jan 24 12:01:02 +0000 2025,0,Penumpang Kereta Api Naik Signifikan Jelang Libur Panjang KAI Daop 6 Tambah 6 Jadwal Perjalanan. PT KAI (Persero) Daerah Operasi 6 Yogyakarta mencatat kenaikan volume penumpang kereta api cukup signifikan menjelang libur panjang https://t.co/ckif7QQ0k6,1.88e+18,,,in,dʒəmɪrəˈwaɪ,0,0,0,https://x.com/drafdigital/status/1882760519599222967,7540702.0,drafdigital,"['penumpang', 'kereta', 'api', 'naik', 'signifikan', 'jelang', 'libur', 'panjang', 'kai', 'daop', '6', 'tambah', '6', 'jadwal', 'perjalanan', '.', 'pt', 'kai', '(', 'persero', ')', 'daerah', 'operasi', '6', 'yogyakarta', 'mencatat', 'kenaikan', 'volume', 'penumpang', 'kereta', 'api', 'cukup', 'signifikan', 'menjelang', 'libur', 'panjang', 'https', ':', '//t.co/ckif7qq0k6']",netral
1.88e+18,Fri Jan 24 12:00:25 +0000 2025,4,Pas wangmin cari tahu ada 2 alasan utama yg bikin 400-an gerai alfamart tutup: 1. Harga sewa naik 1000% Kenaikan harga sewa di beberapa tempat emang gila bgt bahkan yg awalnya 20 juta 5 tahun kemudian harga sewanya bisa naik jadi Rp200 juta.,1.88e+18,,txtfromkeuangan,in,,0,1,1,https://x.com/txtfromkeuangan/status/1882760363185410504,1.59e+18,txtfromkeuangan,"['pas', 'wangmin', 'cari', 'tahu', 'ada', '2', 'alasan', 'utama', 'yg', 'bikin', '400-an', 'gerai', 'alfamart', 'tutup', ':', '1.', 'harga', 'sewa', 'naik', '1000', '%', 'kenaikan', 'harga', 'sewa', 'di', 'beberapa', 'tempat', 'emang', 'gila', 'bgt', 'bahkan', 'yg', 'awalnya', '20', 'juta', '5', 'tahun', 'kemudian', 'harga', 'sewanya', 'bisa', 'naik', 'jadi', 'rp200', 'juta', '.']",netral
1.88e+18,Fri Jan 24 12:00:21 +0000 2025,5,국내미피스토어가꼭들여오길,1.88e+18,,,ko,,0,0,0,https://x.com/ha_ppn_/status/1882760348564070823,1.87e+18,ha_ppn_,['국내미피스토어가꼭들여오길'],netral
1.88e+18,Fri Jan 24 12:00:19 +0000 2025,4,On the 14th 20th &amp; 22nd our IoPPN Graduates had their ceremonies at the Royal Festival Hall. It was a great day! HUGE congratulations to our students &amp; thanks to all the teams running the ceremonies. Stay in touch (we love to hear from you) &amp; follow @kclalumni. https://t.co/EVp40xmQuI,1.88e+18,https://pbs.twimg.com/media/GiDojQhXkAA2VZN.jpg,,en,"Denmark Hill, London",0,0,1,https://x.com/YourIoPPN/status/1882760339348971799,1.49e+18,YourIoPPN,"['on', 'the', '14th', '20th', '&', 'amp', ';', '22nd', 'our', 'ioppn', 'graduates', 'had', 'their', 'ceremonies', 'at', 'the', 'royal', 'festival', 'hall', '.', 'it', 'was', 'a', 'great', 'day', '!', 'huge', 'congratulations', 'to', 'our', 'students', '&', 'amp', ';', 'thanks', 'to', 'all', 'the', 'teams', 'running', 'the', 'ceremonies', '.', 'stay', 'in', 'touch', '(', 'we', 'love', 'to', 'hear', 'from', 'you', ')', '&', 'amp', ';', 'follow', '@', 'kclalumni', '.', 'https', ':', '//t.co/evp40xmqui']",netral
1.88e+18,Fri Jan 24 12:00:03 +0000 2025,0,Fingal County Outdoor Recreation Plan Consultation Survey To complete please follow link below https://t.co/cmDUI3LzXU,1.88e+18,,,en,"Fingal, Ireland",0,0,0,https://x.com/FingalPPN/status/1882760271334429018,7.82e+17,FingalPPN,"['fingal', 'county', 'outdoor', 'recreation', 'plan', 'consultation', 'survey', 'to', 'complete', 'please', 'follow', 'link', 'below', 'https', ':', '//t.co/cmdui3lzxu']",netral
1.88e+18,Fri Jan 24 12:00:02 +0000 2025,2,Coach Dave https://t.co/dbOXBrIMoh,1.88e+18,,,en,"Nashville, TN",0,0,0,https://x.com/PPN1776/status/1882760268666810405,1.65e+18,PPN1776,"['coach', 'dave', 'https', ':', '//t.co/dboxbrimoh']",netral
1.88e+18,Fri Jan 24 12:00:01 +0000 2025,0,Ketua jabatan termasuk KSU kementerian yang gagal dalam DEEP bakal berdepan tindakan tatatertib lebih tegas termasuk sekatan gaji tahunan kenaikan pangkat dan dipindah ke jabatan lain - KPPA https://t.co/cXdQWJy0uY https://t.co/prX8ZlQWMU,1.88e+18,https://pbs.twimg.com/media/GiDfS_pbEAAw1fs.jpg,,in,Malaysia,0,0,0,https://x.com/Bernama_Radio/status/1882760262337630348,43856742.0,Bernama_Radio,"['ketua', 'jabatan', 'termasuk', 'ksu', 'kementerian', 'yang', 'gagal', 'dalam', 'deep', 'bakal', 'berdepan', 'tindakan', 'tatatertib', 'lebih', 'tegas', 'termasuk', 'sekatan', 'gaji', 'tahunan', 'kenaikan', 'pangkat', 'dan', 'dipindah', 'ke', 'jabatan', 'lain', '-', 'kppa', 'https', ':', '//t.co/cxdqwjy0uy', 'https', ':', '//t.co/prx8zlqwmu']",netral
1.88e+18,Fri Jan 24 11:59:45 +0000 2025,1,@mscantikk nanti ga basi kalau uda pulih kok bu guru selama orang yang pas di hati dia blg hal random apapun bakal baper.,1.88e+18,,mscantikk,in,,0,0,0,https://x.com/xitssmarcooo/status/1882760197330071598,1.1e+18,xitssmarcooo,"['@', 'mscantikk', 'nanti', 'ga', 'basi', 'kalau', 'uda', 'pulih', 'kok', 'bu', 'guru', 'selama', 'orang', 'yang', 'pas', 'di', 'hati', 'dia', 'blg', 'hal', 'random', 'apapun', 'bakal', 'baper', '.']",netral
1.88e+18,Fri Jan 24 11:58:16 +0000 2025,0,termasuk penyeberangan menjadi langkah penting untuk memastikan tarif tetap terjangkau sehingga masyarakat di seluruh wilayah Indonesia dapat menikmati mobilitas dan akses logistik yang lebih baik. Dampak pembebasan PPN tersebut sangat strategis bagi berbagai sektor ,1.88e+18,,BumnPwtSigap,in,,0,1,0,https://x.com/BumnPwtSigap/status/1882759825018454371,1.44e+18,BumnPwtSigap,"['termasuk', 'penyeberangan', 'menjadi', 'langkah', 'penting', 'untuk', 'memastikan', 'tarif', 'tetap', 'terjangkau', 'sehingga', 'masyarakat', 'di', 'seluruh', 'wilayah', 'indonesia', 'dapat', 'menikmati', 'mobilitas', 'dan', 'akses', 'logistik', 'yang', 'lebih', 'baik', '.', 'dampak', 'pembebasan', 'ppn', 'tersebut', 'sangat', 'strategis', 'bagi', 'berbagai', 'sektor']",positif
1.88e+18,Fri Jan 24 11:57:36 +0000 2025,1,Market Update : 24 Jan 2025 Kenaikan Kadar Bank of Japan Telah Kurang Mengganggu Yen Berbanding Musim Panas Lalu Kata Mitsubishi UFG... Klik Link Untuk Baca Artikel Penuh https://t.co/wwcXRDDdhq https://t.co/K6XmVu8MxF via @majalahfxmsia,1.88e+18,,,in,,0,0,1,https://x.com/MajalahFxMsia/status/1882759656956907652,1.3e+18,MajalahFxMsia,"['market', 'update', ':', '24', 'jan', '2025', 'kenaikan', 'kadar', 'bank', 'of', 'japan', 'telah', 'kurang', 'mengganggu', 'yen', 'berbanding', 'musim', 'panas', 'lalu', 'kata', 'mitsubishi', 'ufg', '...', 'klik', 'link', 'untuk', 'baca', 'artikel', 'penuh', 'https', ':', '//t.co/wwcxrdddhq', 'https', ':', '//t.co/k6xmvu8mxf', 'via', '@', 'majalahfxmsia']",netral
